;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
1849;[1749, 1850];0.9704247080209664;0.0289825902354778;0.010536622491061966;0.9245387872348442;0.07224132745313522;0.0781463386470648;17.0;0.10204081632653061;0.975823059593808;0.022992571172940127;0.008136643167133981;0.9024945481137767;0.08743076962144639;0.12393424501416969;17.0;0.11224489795918367;0.9939718085531046;0.006077791592364493;0.0052968218370150096;0.990837632555437;0.009195596539434117;0.00631378215210273;18.0;0.09183673469387754
1850;[1750, 1851];0.9700485970589829;0.029348744140084718;0.00902478011584249;0.9245387872348442;0.07224132745313522;0.0781463386470648;17.0;0.10204081632653061;0.9754200392607553;0.023403054336931815;0.0070552848593927655;0.9024945481137767;0.08743076962144639;0.12393424501416969;17.0;0.11224489795918367;0.9933616071856886;0.006638609596681239;0.0050098085397226105;0.9400664543100068;0.05624129096313678;0.05626429483399608;18.0;0.09183673469387754
1851;[1751, 1852];0.969403434316153;0.029928902359926866;0.007966249127174838;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.10204081632653061;0.9747748765179252;0.023990575446269043;0.005818721972686815;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.11224489795918367;0.9919877611647424;0.007979621592744967;0.006519235570647202;0.9218145574751188;0.07465101395325814;0.09798622498709865;18.0;0.09183673469387754
1852;[1752, 1853];0.9700485970589829;0.029348744140084718;0.008401811806620129;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.10204081632653061;0.975772611576888;0.023066621807527426;0.0057794974332483545;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.11224489795918367;0.9919877611647424;0.007979621592744967;0.006519235570647202;0.9123763275816898;0.07563039202841369;0.07733232557983565;18.0;0.09183673469387754
1853;[1753, 1854];0.96905086200002;0.03026053309834053;0.007662495559359491;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.10204081632653061;0.9747748765179252;0.023990575446269043;0.004852179549034836;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.11224489795918367;0.99242184223575;0.007507253769304021;0.0073945185714008686;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754
1854;[1754, 1855];0.9752471612307726;0.024157204665783198;0.005537739368713424;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9797788022271667;0.01925432647464247;0.003590659963979105;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.10204081632653061;0.9941987085897491;0.005739427711997796;0.006567904408295013;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1855;[1755, 1856];0.9771443929119622;0.02258079094657199;0.005096725811759617;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9820078419511197;0.017349750865538412;0.002852752836205031;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.10204081632653061;0.9933065156033918;0.006548795919470514;0.007975023864550417;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1856;[1756, 1857];0.9737836495768402;0.02557749351368398;0.005047400788624348;0.956650471575569;0.04270672693661887;0.04078114315939366;17.0;0.09183673469387756;0.9782130175449899;0.02084010184175032;0.0036267873327181445;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.10204081632653061;0.9929747075606287;0.006867038521829137;0.007082367646089752;0.8822716235122601;0.10166430639499442;0.08619025846061655;18.0;0.09183673469387754
1857;[1757, 1858];0.9716608584809496;0.02730806328712118;0.005576516976398806;0.9245387872348442;0.07224132745313432;0.10811232149927667;17.0;0.10204081632653061;0.975758418406336;0.022896543237946248;0.004452797091312869;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.11224489795918367;0.9935535458469192;0.0063503201819754655;0.00581171903286843;0.8822716235122601;0.10166430639499442;0.08619025846061655;18.0;0.10204081632653061
1858;[1758, 1859];0.9752471612307726;0.024157204665783198;0.005537739368713424;0.956650471575569;0.04270672693661887;0.04078114315939366;17.0;0.09183673469387756;0.9797788022271667;0.01925432647464247;0.003590659963979105;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.10204081632653061;0.9941987085897491;0.005739427711997796;0.006567904408295013;0.8822716235122601;0.10166430639499442;0.08619025846061655;18.0;0.09183673469387754
1859;[1759, 1860];0.980590218991701;0.018918667139159493;0.0038523939925855216;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9840439619775442;0.015230318185753123;0.002667457539184629;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.10204081632653061;0.9956622202436818;0.004258610960610448;0.004779932461107972;0.9488801212514659;0.050098499096156206;0.0322088018883495;18.0;0.09183673469387754
1860;[1760, 1861];0.9798110876966645;0.019706689872164347;0.0036086958081613147;0.956650471575569;0.04270672693661887;0.01959199347967484;17.0;0.09183673469387756;0.9828307496115001;0.01648833124774698;0.003574154153774394;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.10204081632653061;0.9956622202436818;0.004258610960610448;0.004779932461107972;0.9607329284860074;0.03998276446058072;0.030627020306359644;18.0;0.09183673469387754
1861;[1761, 1862];0.980590218991701;0.018918667139159493;0.0038523939925855216;0.956650471575569;0.04270672693661887;0.04078114315939366;17.0;0.09183673469387756;0.9840439619775442;0.015230318185753123;0.002667457539184629;0.8314454838586239;0.16576716623440682;0.20354483668748385;17.0;0.10204081632653061;0.9956622202436818;0.004258610960610448;0.004779932461107972;0.9607329284860074;0.03998276446058072;0.030627020306359644;18.0;0.09183673469387754
1862;[1762, 1863];0.982252487613486;0.01750447205026971;0.0035050504361873154;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.09183673469387756;0.9860380386420928;0.013491150004508292;0.002023220411966156;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.10204081632653061;0.9956622202436818;0.004258610960610448;0.004779932461107972;0.9607329284860074;0.03998276446058072;0.030627020306359644;18.0;0.09183673469387754
1863;[1763, 1864];0.9801787745921379;0.01949068008051919;0.0028389134297697287;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.09183673469387756;0.9835302445497366;0.015958514886655024;0.0023047798809793783;0.9440074771920581;0.05302369343549271;0.04477152501692065;17.0;0.10204081632653061;0.9953304122009183;0.004578382130525974;0.005587834947070764;0.9607329284860074;0.03998276446058072;0.030627020306359644;18.0;0.09183673469387754
1864;[1764, 1865];0.9808631549510337;0.018841076034996178;0.002999178187565956;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.09183673469387756;0.9838828168658693;0.01561647731863598;0.003105445756802497;0.9440074771920581;0.05302369343549271;0.04477152501692065;17.0;0.10204081632653061;0.9938669005469859;0.006058230307636431;0.008533449775369134;0.9607329284860076;0.03998276446058026;0.010762192481623268;18.0;0.09183673469387754
1865;[1765, 1866];0.9798110876966645;0.019706689872164347;0.0036086958081613147;0.988762155916294;0.011020915954694455;0.003367350481121461;17.0;0.09183673469387756;0.9828307496115001;0.01648833124774698;0.003574154153774394;0.9024945481137767;0.08743076962144639;0.09183883367516904;17.0;0.10204081632653061;0.9922903272017327;0.007533244940495755;0.011371776530524891;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1866;[1766, 1867];0.9757550602495098;0.023902958198254467;0.004249771257464785;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.09183673469387756;0.9798526201748963;0.019457662062103198;0.003606284102706689;0.9024945481137767;0.08743076962144639;0.09183883367516904;17.0;0.10204081632653061;0.9915111959066962;0.008339974001413716;0.01093238129580287;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1867;[1767, 1868];0.9750706798906138;0.024545489244061403;0.004089506499668557;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.09183673469387756;0.9795000478587634;0.0197968699776936;0.0028056182268835703;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.10204081632653061;0.9884528571678554;0.011307826594788154;0.015411115206866634;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1868;[1768, 1869];0.9722808941793163;0.027193034398388237;0.0037115570562200576;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9762399268032186;0.022984845461545268;0.0034511116194820865;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.10204081632653061;0.9887846652106187;0.010992544380901846;0.012839013090649045;0.8038103185385128;0.14565559443969114;0.12973867265804123;18.0;0.09183673469387754
1869;[1769, 1870];0.9746662289381759;0.02457880572380825;0.003205991624506918;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.09183673469387756;0.9775473635515269;0.021600274979949232;0.003328934263199406;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.10204081632653061;0.9878802487953632;0.011987459352719313;0.015249217897247288;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1870;[1770, 1871];0.9752450672244661;0.024082276779063567;0.003758283161174695;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9784395565378843;0.020817661483704737;0.0034760094275618422;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.10204081632653061;0.9899163688217877;0.00984389795283946;0.01322820126595967;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.09183673469387754
1871;[1771, 1872];0.9736968338696677;0.0258362029822723;0.004854658487387153;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9784395565378842;0.020817661483704734;0.0029526988131692764;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.10204081632653061;0.9887846652106187;0.010992544380901846;0.012839013090649045;0.8038103185385128;0.14565559443969114;0.12973867265804123;18.0;0.09183673469387754
1872;[1772, 1873];0.9750706798906138;0.024545489244061403;0.004089506499668557;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.09183673469387756;0.9795000478587634;0.0197968699776936;0.0028056182268835703;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.10204081632653061;0.991408922878452;0.00849456274583531;0.010384720644021793;0.8038103185385128;0.14565559443969114;0.12973867265804123;18.0;0.09183673469387754
1873;[1773, 1874];0.9750706798906138;0.024545489244061403;0.004089506499668557;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.09183673469387756;0.9795000478587634;0.0197968699776936;0.0028056182268835703;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.10204081632653061;0.9902481768645508;0.009527647164676498;0.012148869770577272;0.6276904397899788;0.2560342950093759;0.42299682452694515;18.0;0.09183673469387754
1874;[1774, 1875];0.9771443929119622;0.02258079094657199;0.005096725811759617;0.9566504715755689;0.04270672693661933;0.03940352262235988;17.0;0.09183673469387756;0.9820078419511197;0.017349750865538412;0.002852752836205031;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.10204081632653061;0.9902481768645508;0.009527647164676498;0.012148869770577272;0.6276904397899788;0.2560342950093759;0.42299682452694515;18.0;0.09183673469387754
1875;[1775, 1876];0.975770546891016;0.023877162935254506;0.006175403083994576;0.9566504715755689;0.04270672693661933;0.03940352262235988;17.0;0.09183673469387756;0.9809473506302404;0.018375911084783;0.003324195094035004;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.10204081632653061;0.9864631653285636;0.013223264556889824;0.017356195903122117;0.8941244307468018;0.09303329449446358;0.10546432228204441;18.0;0.09183673469387754
1876;[1776, 1877];0.975770546891016;0.023877162935254506;0.006175403083994576;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.09183673469387756;0.9809473506302404;0.018375911084783;0.003324195094035004;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.10204081632653061;0.9864631653285636;0.013223264556889824;0.017356195903122117;0.8941244307468018;0.09303329449446358;0.10546432228204441;18.0;0.09183673469387754
1877;[1777, 1878];0.9724098035558939;0.026864953782049453;0.005945529922954874;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.10204081632653061;0.9771525262241104;0.02185836323495583;0.0039105931021250675;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.11224489795918367;0.9861313572858001;0.013537038620203246;0.016104262152269483;0.8941244307468018;0.09303329449446358;0.09092225903072945;18.0;0.10204081632653061
1878;[1778, 1879];0.9697998070749644;0.029821007968195087;0.008212056643819993;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.10204081632653061;0.9761689843356993;0.02295507101414659;0.004497612048270084;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.11224489795918367;0.984999653674631;0.014676963500458962;0.018046339223193885;0.8941244307468018;0.09303329449446358;0.09092225903072945;18.0;0.10204081632653061
1879;[1779, 1880];0.9711736530959107;0.02854138994215238;0.007133379371585033;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.10204081632653061;0.9761689843356993;0.02295507101414659;0.004497612048270084;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.11224489795918367;0.984999653674631;0.014676963500458962;0.018046339223193885;0.8941244307468018;0.09303329449446358;0.09092225903072945;18.0;0.10204081632653061
1880;[1780, 1881];0.9693642167000871;0.029983476059991014;0.008693269006194746;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.10204081632653061;0.9743595479398757;0.02441548950167594;0.006057501682879798;0.956650471575569;0.0427067269366191;0.041445654832610014;17.0;0.11224489795918367;0.984354490931801;0.015276276631217157;0.019537791247512246;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.10204081632653061
1881;[1781, 1882];0.9670245459191631;0.03184965508760627;0.009279143609054366;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.11224489795918367;0.972019877158952;0.02630542351730609;0.006484810057076382;0.956650471575569;0.0427067269366191;0.041445654832610014;17.0;0.12244897959183673;0.9851613730311848;0.014597340188907354;0.017702837132404746;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.11224489795918366
1882;[1782, 1883];0.9680850372400426;0.030853387375963662;0.011641860016129449;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.11224489795918367;0.9734833888128843;0.024888938591241798;0.008245520481118237;0.956650471575569;0.0427067269366191;0.041445654832610014;17.0;0.12244897959183673;0.9844769926722889;0.015252855914698755;0.021100351448218067;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.11224489795918366
1883;[1783, 1884];0.9718267373321412;0.026798139609542356;0.009822310994433227;0.9566504715755689;0.04270672693661933;0.06197029283911247;17.0;0.11224489795918367;0.9760327153834721;0.02222262137854379;0.00714130322034531;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.12244897959183673;0.9871012503401221;0.012777338871865355;0.01804861894529175;0.9607329284860074;0.03998276446058072;0.0420510802598834;18.0;0.11224489795918366
1884;[1784, 1885];0.9749407553691167;0.02347842345058641;0.009858668792201156;0.9488801212514659;0.050098499096156206;0.07260032500972276;18.0;0.12244897959183673;0.9780688354098968;0.020126661959847452;0.007952316820828143;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.1326530612244898;0.9871012503401221;0.012777338871865355;0.01938144557212431;0.9607329284860074;0.03998276446058072;0.0420510802598834;18.0;0.12244897959183673
1885;[1785, 1886];0.9749407553691167;0.02347842345058641;0.009858668792201156;0.9908376325554372;0.00919559653943412;0.01262756430420546;18.0;0.12244897959183673;0.9780688354098968;0.020126661959847452;0.007952316820828143;0.9488801212514659;0.05009849909615667;0.04513019577941448;18.0;0.1326530612244898;0.9871012503401221;0.012777338871865355;0.01938144557212431;0.9607329284860074;0.03998276446058072;0.0420510802598834;18.0;0.12244897959183673
1886;[1786, 1887];0.9749407553691167;0.02347842345058641;0.009858668792201156;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.11224489795918367;0.9780688354098968;0.020126661959847452;0.007952316820828143;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.12244897959183673;0.9847455456998324;0.01502728144716287;0.022757258162499516;0.9607329284860074;0.03998276446058025;0.027509017008568434;18.0;0.12244897959183673
1887;[1787, 1888];0.9749407553691167;0.02347842345058641;0.009858668792201156;0.9488801212514659;0.050098499096156206;0.07260032500972276;18.0;0.12244897959183673;0.9780688354098968;0.020126661959847452;0.007952316820828143;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.12244897959183673;0.9844769926722888;0.015252855914698753;0.021501303023217573;0.9607329284860074;0.03998276446058025;0.027509017008568434;18.0;0.1326530612244898
1888;[1788, 1889];0.9749407553691167;0.02347842345058641;0.012631084922619926;0.9607329284860074;0.03998276446058025;0.029752666062458775;18.0;0.12244897959183673;0.9814689975117001;0.0171836744669068;0.007368765528736554;0.8616051493362595;0.14525605675646291;0.24056873664145098;18.0;0.11224489795918367;0.9853243839861229;0.01451970609352504;0.022036369458769453;0.9607329284860074;0.03998276446058025;0.027509017008568434;18.0;0.12244897959183673
1889;[1789, 1890];0.9749407553691167;0.02347842345058641;0.012468122999986947;0.9607329284860074;0.03998276446058025;0.029752666062458775;18.0;0.12244897959183673;0.9846522799284698;0.014380353723119303;0.005976351011834286;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.11224489795918367;0.9885845050416678;0.011272735464590148;0.017953775104045465;0.9607329284860074;0.03998276446058025;0.027509017008568434;18.0;0.12244897959183673
1890;[1790, 1891];0.9749407553691167;0.02347842345058641;0.012468122999986947;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.12244897959183673;0.9839235966503536;0.01510026910741847;0.00451775597582049;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.11224489795918367;0.990361371395667;0.009518604807845003;0.014273236080335934;0.8798570461711475;0.10954180855490324;0.11198725421878944;18.0;0.12244897959183673
1891;[1791, 1892];0.9749407553691167;0.02347842345058641;0.012631084922619926;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.12244897959183673;0.9831949133722375;0.01581910240568759;0.005007493480348125;0.9187754171820363;0.07821885334427424;0.07322330470336312;18.0;0.11224489795918367;0.9911984727997278;0.008624604563983519;0.012500172069434143;0.8798570461711475;0.10954180855490324;0.11198725421878944;18.0;0.12244897959183673
1892;[1792, 1893];0.9749407553691167;0.02347842345058641;0.012631084922619926;0.9187754171820363;0.07821885334427424;0.07322330470336312;18.0;0.12244897959183673;0.9831949133722375;0.01581910240568759;0.005007493480348125;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.11224489795918367;0.9884086870884303;0.01136318392886098;0.015727187494141027;0.8798570461711475;0.10954180855490324;0.11198725421878944;18.0;0.12244897959183673
1893;[1793, 1894];0.9749407553691167;0.02347842345058641;0.012468122999986947;0.9607329284860074;0.03998276446058025;0.029752666062458775;18.0;0.12244897959183673;0.9839235966503536;0.01510026910741847;0.00451775597582049;0.9789848253208955;0.020031194717032096;0.0054005401299417055;18.0;0.11224489795918367;0.9884086870884303;0.01136318392886098;0.015727187494141027;0.8798570461711475;0.10954180855490324;0.11198725421878944;18.0;0.1326530612244898
1894;[1794, 1895];0.9717078608720489;0.026157487336360336;0.01287659580308665;0.9607329284860074;0.03998276446058072;0.04961749388719514;18.0;0.12244897959183673;0.9803372939005307;0.018313851505965973;0.005430424550558735;0.9789848253208955;0.020031194717033057;0.011714322282044436;18.0;0.11224489795918367;0.9872479410745295;0.012389709216858587;0.015301331637145092;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.14285714285714285
1895;[1795, 1896];0.9678974739797033;0.0293202464513219;0.014605636296515432;0.9306282244165778;0.06882298225072127;0.1127404735808355;18.0;0.1326530612244898;0.977313242760711;0.02087734403872652;0.006593527789236366;0.9908376325554372;0.00919559653943412;0.01262756430420546;18.0;0.12244897959183673;0.9864410589751458;0.01307193974089348;0.014508694713180167;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.15306122448979592
1896;[1796, 1897];0.9638926526450886;0.032584915727235285;0.018182695174136163;0.9488801212514659;0.050098499096156206;0.07260032500972276;18.0;0.14285714285714288;0.974432920579776;0.02323604608226911;0.00896787965745324;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.1326530612244898;0.9833152786994279;0.015949145921273326;0.018287578521958416;0.9908376325554372;0.00919559653943412;0.003156891076051365;18.0;0.16326530612244897
1897;[1797, 1898];0.9638926526450886;0.032584915727235285;0.018926037337254346;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.14285714285714288;0.9748359409128291;0.022825928656229583;0.0089817978146308;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.1326530612244898;0.9836286333994947;0.01566316535404487;0.017889241886669408;0.9908376325554372;0.00919559653943412;0.003156891076051365;18.0;0.16326530612244897
1898;[1798, 1899];0.9653102756045072;0.03106371468102194;0.020313489759553074;0.9488801212514659;0.050098499096156206;0.07260032500972276;18.0;0.14285714285714288;0.9760491532788732;0.02158635585826201;0.010343274329892158;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.1326530612244898;0.9863513933421595;0.013203568586965558;0.016017892473514563;0.9400664543100068;0.05624129096313678;0.03636079989276591;18.0;0.16326530612244897
1899;[1799, 1900];0.9653102756045072;0.03106371468102194;0.020313489759553074;0.9488801212514659;0.050098499096156206;0.07260032500972276;18.0;0.15306122448979592;0.9760491532788732;0.02158635585826201;0.010343274329892158;0.9488801212514659;0.050098499096156206;0.05273549718498638;18.0;0.14285714285714285;0.9870357737010553;0.012545343432065348;0.014536436133087388;0.9607329284860076;0.03998276446058072;0.02659577498640741;18.0;0.17346938775510204
1900;[1800, 1901];0.9662146920197624;0.030109889603173325;0.019585883360796707;0.9488801212514659;0.050098499096156206;0.08016673863703451;18.0;0.163265306122449;0.9764521736119263;0.021174845456123022;0.010249714362539042;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.15306122448979592;0.9843544909318009;0.015276276631216673;0.018869704649078393;0.9400664543100068;0.05624129096313678;0.03636079989276591;18.0;0.17346938775510204
1901;[1801, 1902];0.9706225336874303;0.026419709295904058;0.017707656628790255;0.9488801212514659;0.050098499096156206;0.08016673863703451;18.0;0.163265306122449;0.9800611790709772;0.018091208381787814;0.008929408649620746;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.15306122448979592;0.9807946295850756;0.018602461448297306;0.023290093459923382;0.9607329284860074;0.03998276446058025;0.027509017008568434;18.0;0.17346938775510204
1902;[1802, 1903];0.9706225336874303;0.026419709295904058;0.017707656628790255;0.9789848253208955;0.020031194717033057;0.024603500482777596;18.0;0.163265306122449;0.9800611790709772;0.018091208381787814;0.008929408649620746;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.15306122448979592;0.9798110876966645;0.019706689872164104;0.023286551079559948;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.17346938775510204
1903;[1803, 1904];0.9714596350914909;0.02555841225978745;0.017211514635036736;0.9908376325554372;0.00919559653943412;0.003156891076051365;18.0;0.163265306122449;0.9796581587379242;0.01850557292129188;0.009384180296075467;0.9099617502405772;0.08386502482452303;0.08925579764652236;18.0;0.15306122448979592;0.9798110876966645;0.019706689872164347;0.02216831036977995;0.9607329284860074;0.03998276446058025;0.027509017008568434;18.0;0.17346938775510204
1904;[1804, 1905];0.9718357460534744;0.025190225410634922;0.016891702839753955;0.9789848253208955;0.020031194717032096;0.012966953757253456;18.0;0.163265306122449;0.9788790274428877;0.019293145972472902;0.010070804768154813;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.15306122448979592;0.9830055770100824;0.01641183830791549;0.017265159426297194;0.9400664543100068;0.05624129096313678;0.03636079989276591;18.0;0.17346938775510204
1905;[1805, 1906];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.163265306122449;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9400664543100068;0.05624129096313678;0.049529905270205746;18.0;0.15306122448979592;0.9804239649699967;0.018660510103611954;0.018080664657524947;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.17346938775510204
1906;[1806, 1907];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.163265306122449;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9400664543100068;0.05624129096313678;0.049529905270205746;18.0;0.15306122448979592;0.9783011738741062;0.02041864174047951;0.01778190514462096;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.1836734693877551
1907;[1807, 1908];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.17346938775510204;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9400664543100068;0.05624129096313678;0.049529905270205746;18.0;0.163265306122449;0.9783011738741062;0.02041864174047951;0.01778190514462096;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.19387755102040816
1908;[1808, 1909];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.17346938775510204;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9400664543100068;0.05624129096313678;0.049529905270205746;18.0;0.163265306122449;0.9783011738741062;0.02041864174047951;0.01778190514462096;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.19387755102040816
1909;[1809, 1910];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.17346938775510204;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9400664543100068;0.05624129096313678;0.049529905270205746;18.0;0.163265306122449;0.9783011738741062;0.02041864174047951;0.01778190514462096;0.9099617502405772;0.08386502482452303;0.09254701774066318;18.0;0.19387755102040816
1910;[1810, 1911];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9488801212514659;0.050098499096156206;0.043555086285352956;18.0;0.17346938775510204;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9218145574751188;0.07465101395325814;0.09798622498709865;18.0;0.163265306122449;0.9783011738741062;0.02041864174047951;0.01778190514462096;0.8822716235122601;0.10166430639499442;0.08619025846061655;18.0;0.19387755102040816
1911;[1811, 1912];0.9674279043858067;0.028890916088334048;0.019137597644371073;0.9789848253208955;0.020031194717032096;0.012966953757253456;18.0;0.17346938775510204;0.9744329205797759;0.02323604608226911;0.012156793758933132;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.163265306122449;0.9783011738741062;0.02041864174047951;0.01778190514462096;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.19387755102040816
1912;[1812, 1913];0.971056614758438;0.025965909578068862;0.018289109795985904;0.9789848253208955;0.020031194717032096;0.012966953757253456;18.0;0.17346938775510204;0.9784449463718801;0.01975374825821735;0.010850406203192397;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.163265306122449;0.9811083453288928;0.01801015737243124;0.016893524043353165;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.19387755102040816
1913;[1813, 1914];0.9718357460534742;0.025190225410634915;0.017165810945011507;0.9583183511448949;0.037059302854354825;0.027421428391579024;18.0;0.17346938775510204;0.9776658150768436;0.02053931479335206;0.01126108341887326;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.163265306122449;0.9792107526039526;0.019909506471176185;0.020048270971206504;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.19387755102040816
