;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
776;[729, 777];0.9376695484276966;0.05932366150527762;0.054525094532258456;0.8030558648795093;0.1804977165081208;0.1947600934562564;15.0;0.24444444444444446;0.9956688504133301;0.004317087184806331;0.002563461906510164;0.8605934330165173;0.1124650061482193;0.07802343363298832;18.0;0.1111111111111111;0.9511529000428125;0.043141201340998275;0.03230217946532159;0.8649743855105252;0.14289574335923644;0.15511234823241496;16.0;0.2
777;[730, 778];0.9347980881344514;0.061666110382878614;0.05236601335027337;0.7064881049118202;0.2480455209574361;0.40798827517641295;15.0;0.24444444444444446;0.9974080573395324;0.00253062205312422;0.002772181998348037;0.8605934330165173;0.1124650061482193;0.10990591101314118;18.0;0.1111111111111111;0.9531845073478447;0.04108295665826678;0.031180807757140085;0.7815371428367515;0.18966600586410953;0.11151477786957734;16.0;0.2
778;[731, 779];0.9198753461274524;0.07755193680800754;0.07108112773424943;0.8030558648795093;0.1804977165081208;0.1947600934562564;15.0;0.24444444444444446;0.9974080573395324;0.00253062205312422;0.002772181998348037;0.8605934330165173;0.1124650061482193;0.10990591101314118;18.0;0.1111111111111111;0.9649604371142175;0.03120316606445262;0.019709682169843732;0.8023964535051947;0.1763951939236088;0.13858173372407817;16.0;0.17777777777777778
779;[732, 780];0.9198753461274524;0.07755193680800754;0.07108112773424943;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.24444444444444446;0.9989286366880564;0.0010644469417277573;0.001088166942529386;0.8423415361816293;0.1279001585580303;0.15162784116624375;18.0;0.1111111111111111;0.9738373897283352;0.02379474032537046;0.01692509796915052;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.17777777777777778
780;[733, 781];0.9198753461274524;0.07755193680800754;0.07108112773424943;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.24444444444444446;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.8822716235122601;0.10166430639499442;0.08619025846061655;18.0;0.1111111111111111;0.970577603453609;0.026889149199503026;0.01782108489831781;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.17777777777777778
781;[734, 782];0.9198753461274524;0.07755193680800754;0.06668444385742613;0.955398960984103;0.0412932566316014;0.019796870221593453;15.0;0.24444444444444446;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.8822716235122601;0.10166430639499442;0.08619025846061655;18.0;0.1111111111111111;0.9738373897283352;0.02379474032537046;0.01530834047209588;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.17777777777777778
782;[735, 783];0.9227468064206975;0.07530244366272884;0.07338115006666328;0.8509553984313722;0.1540793684887149;0.19154094806936572;15.0;0.24444444444444446;0.9956688504133301;0.004317087184806331;0.002563461906510164;0.9187754171820363;0.07821885334427378;0.03661165235168156;18.0;0.08888888888888889;0.9738373897283352;0.02379474032537046;0.01692509796915052;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.17777777777777778
783;[736, 784];0.9432867147670883;0.055309798438237856;0.05285565251831878;0.8509553984313722;0.1540793684887149;0.19154094806936572;15.0;0.24444444444444446;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.9400664543100068;0.05624129096313678;0.02181873664145094;18.0;0.08888888888888889;0.9817801243852846;0.01690280170959314;0.011970938126210593;0.8635571681993488;0.14324384275544563;0.08523649502953659;17.0;0.15555555555555556
784;[737, 785];0.9432867147670883;0.055309798438237856;0.05285565251831878;0.9337851376692214;0.06368767510851152;0.050533661436861096;16.0;0.24444444444444446;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.08888888888888889;0.9869714086577593;0.012413483334262194;0.0104593221302775;0.8856014073204163;0.1303050980101671;0.07482046846275417;17.0;0.13333333333333333
785;[738, 786];0.9432867147670883;0.055309798438237856;0.05285565251831878;0.8441150748420817;0.1587359356990499;0.1865067816384816;16.0;0.22222222222222224;0.9956688504133301;0.004317087184806331;0.002563461906510164;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.08888888888888889;0.9910581831938823;0.008755710734108054;0.007083262550209942;0.8314454838586239;0.16576716623440682;0.1252136473053132;17.0;0.13333333333333333
786;[739, 787];0.9540867412142467;0.044063686788432414;0.03723442228545416;0.8314454838586239;0.16576716623440663;0.1341755665854629;17.0;0.22222222222222224;0.9956688504133301;0.004317087184806331;0.003976839649217669;0.9607329284860076;0.03998276446058026;0.010762192481623268;18.0;0.08888888888888889;0.9832005944265247;0.01635261639007503;0.01248218912990478;0.8729584129369051;0.13850724725576719;0.080498084007737;17.0;0.13333333333333333
787;[740, 788];0.9484695748748553;0.048197514471736154;0.03890386429939385;0.8340210330224773;0.15811503680854058;0.10912792661972595;17.0;0.22222222222222224;0.9974080573395324;0.00253062205312422;0.002046737369995113;0.9607329284860076;0.03998276446058026;0.010762192481623268;18.0;0.08888888888888889;0.97800931015405;0.020803392471482128;0.01586136862663321;0.8314454838586239;0.16576716623440663;0.1275653926659854;17.0;0.15555555555555556
788;[741, 789];0.940464459339717;0.054101101365396725;0.03584424144899033;0.8340210330224773;0.15811503680854058;0.10912792661972595;17.0;0.24444444444444446;0.9958874779910085;0.003992321765726093;0.0027280898611403586;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.08888888888888889;0.9718057824233031;0.025937501562370034;0.019198770972518497;0.760396419603471;0.20058148516824845;0.19486687615281842;17.0;0.17777777777777778
789;[742, 790];0.940464459339717;0.054101101365396954;0.043282257900740875;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.24444444444444446;0.9974080573395324;0.00253062205312422;0.002409459684171575;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.08888888888888889;0.9817801243852846;0.0169028017095929;0.013113056998653007;0.8314454838586239;0.16576716623440663;0.1275653926659854;17.0;0.15555555555555556
790;[743, 791];0.9296644328925585;0.06505510981726216;0.05683999573969186;0.8729584129369051;0.13850724725576719;0.08289130966522003;17.0;0.24444444444444446;0.9974080573395324;0.002530622053123976;0.002089489558923103;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.1111111111111111;0.9869714086577593;0.012413483334262194;0.0104593221302775;0.8856014073204163;0.1303050980101671;0.07482046846275417;17.0;0.15555555555555556
791;[744, 792];0.9373988360557314;0.05767012663257814;0.046138769844449756;0.8635571681993488;0.14324384275544563;0.13261687409880576;17.0;0.22222222222222224;0.9941482710648063;0.005773492445899315;0.005759565049182192;0.8145523430652634;0.17231900802393277;0.2538579713398358;17.0;0.1111111111111111;0.9869714086577593;0.012413483334262194;0.008954480943658624;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.15555555555555556
792;[745, 793];0.9285842643198026;0.06386068950318984;0.04771314069093624;0.8314454838586239;0.16576716623440765;0.2169309564934643;17.0;0.22222222222222224;0.9908884847900797;0.00899504202466903;0.00795233935015565;0.9151375424972876;0.0781069856660928;0.04884587907035509;17.0;0.1111111111111111;0.9817801243852846;0.01690280170959314;0.012333660440387055;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.15555555555555556
793;[746, 794];0.9253244780450762;0.06666257534482668;0.05736878703135621;0.7127263906780549;0.24210017988500765;0.4408266339467007;16.0;0.22222222222222224;0.9842462102656;0.015583181110651498;0.01447790112042517;0.9024945481137766;0.08743076962144639;0.0415297131808504;17.0;0.1111111111111111;0.97800931015405;0.020803392471482128;0.018810646276306818;0.8856014073204163;0.09657933898699346;0.06839538065093334;17.0;0.15555555555555556
794;[747, 795];0.9156931296178354;0.07770186705876912;0.06882801738810553;0.8509553984313722;0.11557254473102739;0.09400639480543321;15.0;0.22222222222222224;0.981680015078001;0.017771975960086558;0.01643124782923532;0.8856014073204163;0.1303050980101671;0.07482046846275417;17.0;0.13333333333333333;0.9742384959228154;0.024673404373081968;0.02020604320105235;0.6014051502998049;0.2560814367838198;0.3367006838144548;17.0;0.15555555555555556
795;[748, 796];0.90234894670943;0.08720898763687633;0.0775971531256934;0.7948220404607836;0.18173766648056053;0.3434737352074292;14.0;0.22222222222222224;0.981680015078001;0.017771975960086558;0.01643124782923532;0.8856014073204163;0.1303050980101671;0.07482046846275417;17.0;0.13333333333333333;0.9665040927596426;0.0326498381729559;0.028359624911108966;0.6230563278509151;0.25523390768489523;0.3372916523193308;16.0;0.15555555555555556
796;[749, 797];0.8935820487670099;0.09235129893542209;0.07397735730462188;0.7948220404607836;0.18173766648056053;0.3434737352074292;14.0;0.24444444444444444;0.981680015078001;0.017771975960086558;0.01643124782923532;0.8340423126232713;0.16301782493737846;0.08804915614680903;16.0;0.13333333333333333;0.9603005650288958;0.037643994796931084;0.0321336174682714;0.7432160025735691;0.20124359370427453;0.24932467026993832;16.0;0.15555555555555556
797;[750, 798];0.878849363433818;0.1019259364595252;0.08370201938231049;0.7948220404607836;0.18173766648056053;0.3434737352074292;14.0;0.26666666666666666;0.9725947309701068;0.027026208530179487;0.026710772350161317;0.9337851376692218;0.06368767510851131;0.014863818897729836;16.0;0.13333333333333333;0.9640713792601304;0.033882814419941794;0.03336237823283177;0.768975708906196;0.1921360548717021;0.2451389963123499;15.0;0.15555555555555556
798;[751, 799];0.8882906551872514;0.09671338384533618;0.08660793383930894;0.7948220404607836;0.18173766648056053;0.3434737352074292;14.0;0.24444444444444444;0.9743339378963091;0.0253220337412451;0.02917494057561974;0.8204962472123668;0.1701302089148274;0.08021040697948258;16.0;0.13333333333333333;0.9547919321614957;0.044039755717624945;0.045849680622654654;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.15555555555555556
799;[752, 800];0.90234894670943;0.08720898763687633;0.07709407105787074;0.6690905411707534;0.25118212291239106;0.4878113025048357;14.0;0.22222222222222224;0.9834192220042033;0.016034617098021852;0.01724377963950386;0.8649743855105252;0.14289574335923644;0.0959389821791157;16.0;0.13333333333333333;0.9581239995989972;0.0415886233563802;0.04273361824202044;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.13333333333333333
800;[753, 801];0.9090508550933557;0.08327873422101766;0.08031754530456932;0.6457270990975926;0.2536333868070488;0.4335612842187482;15.0;0.2;0.981680015078001;0.017771975960086075;0.02152626646687804;0.8649743855105252;0.14289574335923644;0.1796227589829593;16.0;0.11111111111111112;0.9633152838714721;0.03734500775854857;0.03687064382758389;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.11111111111111112
801;[754, 802];0.919604633755487;0.07592376933969647;0.07258113220971521;0.6457270990975926;0.2536333868070488;0.4335612842187482;15.0;0.17777777777777778;0.981680015078001;0.017771975960086075;0.017804037518424066;0.9329350879565486;0.06252685030320915;0.043169760782621774;15.0;0.08888888888888889;0.9658814790590712;0.035250946424848786;0.030887513414114078;0.9475231583990614;0.05186115021048158;0.05170731382353633;15.0;0.08888888888888889
802;[755, 803];0.9410119119491004;0.05550405802698641;0.05253457713172634;0.5637474095724163;0.2857251985047818;0.5;15.0;0.15555555555555556;0.9754661912633522;0.024472071015468198;0.02092341284456435;0.9475231583990614;0.05186115021048158;0.031095837482680737;15.0;0.08888888888888889;0.9646661648161933;0.0362122227771764;0.028310821069250324;0.9475231583990614;0.05186115021048158;0.051707313823536334;15.0;0.06666666666666667
803;[756, 804];0.9519204718682504;0.04647766103175486;0.04525592622087938;0.7914395819337505;0.17891205956227393;0.1313439430858504;15.0;0.15555555555555556;0.972594730970107;0.027026208530179015;0.027680174040502905;0.8734192714589268;0.13735883353869802;0.11108971268778953;15.0;0.08888888888888889;0.9646661648161935;0.03621222277717641;0.024133953409400548;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.06666666666666667
804;[757, 805];0.9313805635218596;0.06687013516445685;0.06591327770891807;0.5983040619983724;0.2540126032081682;0.32089022117337;15.0;0.15555555555555556;0.9766815055062298;0.02348440408682444;0.02297832276029869;0.873419271458927;0.13735883353869804;0.13134394308585043;15.0;0.06666666666666667;0.9633152838714721;0.037345007758549514;0.02307079555848858;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.06666666666666667
805;[758, 806];0.9216362410605189;0.0740122828706772;0.0702084453393242;0.4841962570206112;0.27051629559219076;0.5;14.0;0.15555555555555556;0.9754661912633522;0.024472071015468198;0.02628796610907169;0.9475231583990614;0.05186115021048158;0.031095837482680737;15.0;0.044444444444444446;0.9609954598922424;0.03911840743557825;0.026954625662888552;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.06666666666666667
806;[759, 807];0.9090508550933557;0.08327873422101766;0.07572007413673004;0.4841962570206112;0.27051629559219076;0.5;14.0;0.17777777777777778;0.9754661912633522;0.024472071015468198;0.023373656813769825;0.9475231583990614;0.05186115021048158;0.031095837482680737;15.0;0.044444444444444446;0.9646661648161933;0.0362122227771764;0.028310821069250324;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.06666666666666667
807;[760, 808];0.901193266325998;0.08958578361608902;0.08721718477211508;0.4841962570206112;0.27051629559219076;0.5;14.0;0.17777777777777778;0.9780323864509511;0.0223153100722633;0.020144736223793258;0.9475231583990614;0.05186115021048158;0.031095837482680737;15.0;0.044444444444444446;0.9646661648161935;0.03621222277717641;0.024133953409400548;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.06666666666666667
808;[761, 809];0.9090508550933557;0.08327873422101766;0.07572007413673004;0.6243825441970409;0.25295663400149565;0.3821488698022421;14.0;0.17777777777777778;0.9739456119148283;0.025867191242842532;0.025008960614605096;0.9699870314266159;0.030004308271133782;0.01825516994441313;15.0;0.044444444444444446;0.975466191263352;0.02447207101546819;0.014896894433754256;0.9475231583990614;0.05186115021048158;0.031095837482680737;15.0;0.06666666666666667
809;[762, 810];0.8977382794899823;0.09080216540075159;0.08132750487030636;0.6243825441970409;0.25295663400149565;0.3821488698022421;14.0;0.17777777777777778;0.9763886214982426;0.02307198507951383;0.02331281506620393;0.8509553984313722;0.1540793684887149;0.164330514987979;15.0;0.044444444444444446;0.9787259775380783;0.02135314518255919;0.01753620251167038;0.9513282751069652;0.047257104043983755;0.0479848968773883;14.0;0.044444444444444446
810;[763, 811];0.8977382794899823;0.09080216540075159;0.08132750487030636;0.6243825441970409;0.25295663400149565;0.3821488698022421;14.0;0.17777777777777778;0.981680015078001;0.01777197596008632;0.01929416492544158;0.8441150748420817;0.1587359356990499;0.2135737374929825;16.0;0.06666666666666667;0.9787259775380783;0.02135314518255919;0.01753620251167038;0.9513282751069652;0.047257104043983755;0.0479848968773883;14.0;0.044444444444444446
811;[764, 812];0.9032248736310302;0.08775005909997455;0.0857882537873583;0.6243825441970409;0.25295663400149565;0.3821488698022421;14.0;0.17777777777777778;0.985766789614124;0.014156591822020587;0.01689135097282348;0.9337851376692216;0.06368767510851175;0.09673984532215642;16.0;0.06666666666666667;0.9812921727256775;0.019180588996729833;0.013852684007092587;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.06666666666666667
812;[765, 813];0.9090508550933557;0.08327873422101766;0.07572007413673004;0.6243825441970409;0.25295663400149565;0.3821488698022421;14.0;0.17777777777777778;0.9828953293208786;0.016769343668210125;0.01824563106680508;0.9337851376692216;0.06368767510851175;0.09673984532215642;16.0;0.06666666666666667;0.9784207124324322;0.021766369322376095;0.010639305917273826;0.9475231583990614;0.05186115021048158;0.05442086616277349;15.0;0.08888888888888889
813;[766, 814];0.8987502567425838;0.09197559699240324;0.08654470966053913;0.467132018086354;0.24404678921388076;0.41666666666666663;14.0;0.17777777777777778;0.9895376038453586;0.010198490045190713;0.010809493419146315;0.9101663100395065;0.07964323437575228;0.08956888195728317;16.0;0.06666666666666667;0.9828953293208786;0.016769343668209882;0.005091728295088151;0.9699870314266159;0.030004308271133782;0.048993761484299174;15.0;0.08888888888888889
814;[767, 815];0.8987502567425838;0.09197559699240324;0.08654470966053913;0.467132018086354;0.24404678921388076;0.3333333333333333;14.0;0.17777777777777778;0.9941482710648063;0.005773492445899315;0.005759565049182192;0.8785204509214299;0.09829273765383936;0.056661264124497145;16.0;0.06666666666666667;0.9766815055062298;0.02348440408682396;0.012428067927534689;0.9553989609841033;0.041293256631601404;0.026395826962124603;15.0;0.08888888888888889
815;[768, 816];0.9209669911369879;0.07203662198269176;0.06433688426774446;0.44298917839702445;0.24013070496391023;0.333670949217817;15.0;0.17777777777777778;0.9924090641386039;0.007548406613879531;0.008469063886670701;0.8785204509214299;0.09829273765383936;0.056661264124497145;16.0;0.06666666666666667;0.9713901119264713;0.028725351382218763;0.014695062663120293;0.9329350879565487;0.06252685030320938;0.0528313040046576;15.0;0.08888888888888889
816;[769, 817];0.9267929725993133;0.0673566764181119;0.05511184949049922;0.768975708906196;0.1921360548717021;0.16239191868759556;15.0;0.17777777777777778;0.9895376038453586;0.010198490045190713;0.010809493419146315;0.9346062324545015;0.05923630142030885;0.04374545263197102;17.0;0.06666666666666667;0.9804753960343655;0.01949898940353626;0.010729886655512964;0.9329350879565487;0.06252685030320938;0.07615633268475036;15.0;0.08888888888888889
817;[770, 818];0.9086989537647497;0.08260731885186785;0.06321777229212046;0.8255197379070637;0.16589883345222914;0.1290405316161081;15.0;0.17777777777777778;0.9927973901200849;0.00698536308091575;0.006453676574539864;0.9151375424972876;0.0781069856660928;0.10788599046736003;17.0;0.06666666666666667;0.9871176705588454;0.012963253875425051;0.007603258179609698;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.08888888888888889
818;[771, 819];0.9028729723024244;0.0870807917238406;0.07298473071439156;0.8255197379070637;0.16589883345222914;0.1290405316161081;15.0;0.17777777777777778;0.9890265758888503;0.01096901384550824;0.011739503999708014;0.8924271028941191;0.0996247175042423;0.16666666666666663;17.0;0.06666666666666667;0.9924090641386039;0.007548406613879287;0.00344156880892199;0.9890498244170132;0.010496626898348797;0.010823626546461839;16.0;0.08888888888888889
819;[772, 820];0.9209669911369879;0.07203662198269176;0.06433688426774446;0.768975708906196;0.1921360548717021;0.16239191868759556;15.0;0.15555555555555556;0.9910581831938825;0.008755710734108541;0.009855542109456291;0.8534897229796914;0.1541685538045083;0.1869231718195578;17.0;0.06666666666666667;0.9871176705588454;0.012963253875425051;0.007603258179609698;0.9761191615327829;0.02213151372672462;0.018172892645830246;17.0;0.08888888888888889
820;[773, 821];0.9307113135983286;0.06487983369830169;0.05884564592115571;0.6457270990975926;0.2536333868070488;0.33980186961878156;15.0;0.13333333333333333;0.9910581831938825;0.008755710734108541;0.009855542109456291;0.9566504715755689;0.04270672693661957;0.035062047317599994;17.0;0.06666666666666667;0.9842462102656;0.015583181110651498;0.0058998354998706665;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.08888888888888889
821;[774, 822];0.9471285063848786;0.049844499275291734;0.04281279942324477;0.7052429155952145;0.21336651431464906;0.12964411519040636;15.0;0.13333333333333333;0.9910581831938825;0.008755710734108541;0.009855542109456291;0.8408467285961803;0.16157707177695182;0.1838239541920476;17.0;0.06666666666666667;0.9776039357411201;0.02208158505364083;0.008453984867301673;0.8340423126232716;0.16301782493737932;0.19352915185290984;16.0;0.08888888888888889
822;[775, 823];0.9512152809210016;0.04649951804559756;0.03614018511989902;0.7884677944369964;0.1869077515077925;0.09886333522162583;15.0;0.13333333333333333;0.9927973901200849;0.00698536308091575;0.006453676574539864;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.06666666666666667;0.9776039357411201;0.02208158505364083;0.011721444435318105;0.8340423126232716;0.16301782493737932;0.19352915185290984;16.0;0.08888888888888889
823;[776, 824];0.9481496576370158;0.05013799016307301;0.031677432180773936;0.7173356949936159;0.24639636822918834;0.19230769230769232;15.0;0.13333333333333333;0.9927973901200847;0.006985363080915749;0.003623043687784332;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.08888888888888889;0.9776039357411201;0.02208158505364083;0.008453984867301673;0.9337851376692218;0.06368767510851223;0.05670570729965162;16.0;0.08888888888888889
824;[777, 825];0.9574291047356503;0.04011665854093557;0.028594728334685123;0.8139034549613051;0.1767434394911974;0.19783052074803778;15.0;0.13333333333333333;0.9956688504133301;0.004317087184806331;0.0026194200617280458;0.8729584129369051;0.13850724725576805;0.12526960902465767;17.0;0.08888888888888889;0.9713901119264713;0.028725351382218763;0.014695062663120293;0.9890498244170132;0.010496626898348313;0.007215751030974559;16.0;0.08888888888888889
825;[778, 826];0.9636326324663973;0.035154812523632194;0.024963369765111248;0.768975708906196;0.1921360548717021;0.198954510929159;15.0;0.13333333333333333;0.9927973901200849;0.00698536308091575;0.006090954260363402;0.8729584129369051;0.13850724725576805;0.12526960902465767;17.0;0.08888888888888889;0.9636557087632984;0.03664486376647261;0.022025369989018738;0.9890498244170132;0.010496626898348797;0.014431502061949118;16.0;0.1111111111111111
826;[779, 827];0.9702749069908772;0.028843071041206286;0.015143739454767206;0.8030558648795092;0.18049771650812058;0.06884352663259276;15.0;0.13333333333333333;0.991276810771561;0.008433436843507057;0.005387639655317704;0.8856014073204163;0.13030509801016818;0.10815380179608751;17.0;0.08888888888888889;0.9636557087632984;0.03664486376647261;0.025839384764306594;0.9890498244170132;0.010496626898348313;0.007215751030974559;16.0;0.1111111111111111
827;[780, 828];0.9702749069908772;0.028843071041206286;0.018771805643477725;0.8030558648795092;0.18049771650812058;0.06884352663259276;15.0;0.13333333333333333;0.991276810771561;0.008433436843507057;0.005387639655317704;0.8315004452668298;0.1670684297965191;0.12271055892215257;18.0;0.08888888888888889;0.9636557087632984;0.03664486376647261;0.025839384764306594;0.8340423126232716;0.16301782493737932;0.19352915185290984;16.0;0.1111111111111111
828;[781, 829];0.9655919586086543;0.032515281468226076;0.019452387122930306;0.8030558648795092;0.18049771650812058;0.06884352663259276;15.0;0.13333333333333333;0.9866661435521132;0.012833066588963549;0.008841137909490234;0.8226867783253707;0.17108057144099226;0.12134118334435098;18.0;0.08888888888888889;0.9636557087632985;0.036644863766472614;0.026125624318542724;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.1111111111111111
829;[782, 830];0.958454212920739;0.03812489600992833;0.019929211717997868;0.8509553984313725;0.15407936848871492;0.12474498634531928;15.0;0.15555555555555556;0.9788085547847558;0.020362945961636257;0.012992936529135904;0.8315004452668298;0.1670684297965191;0.12271055892215257;18.0;0.08888888888888889;0.9624403945204206;0.03760195944696794;0.02971196563672174;0.9890498244170134;0.010496626898348557;0.007215751030974559;16.0;0.13333333333333333
830;[783, 831];0.958454212920739;0.03812489600992833;0.019929211717997868;0.9337851376692214;0.06368767510851152;0.050533661436861096;16.0;0.15555555555555556;0.9788085547847558;0.020362945961636257;0.012992936529135904;0.8315004452668298;0.1670684297965191;0.12271055892215257;18.0;0.08888888888888889;0.9587696895964696;0.04049547486203246;0.031079590130294363;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.15555555555555556
831;[784, 832];0.949174765822104;0.04817718219654061;0.021623865797541234;0.9337851376692218;0.06368767510851177;0.08985582266663408;16.0;0.15555555555555556;0.9718780635860784;0.02647552542793002;0.014782165597105264;0.8226867783253707;0.17108057144099226;0.12134118334435098;18.0;0.08888888888888889;0.9540867412142467;0.044063686788432185;0.035799170116110245;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.17777777777777778
832;[785, 833];0.9459149795473779;0.051105130354035154;0.022808964818429894;0.9024945481137766;0.08743076962144616;0.07566278786721671;17.0;0.15555555555555556;0.9788085547847558;0.020362945961636257;0.01037046755248543;0.8226867783253707;0.17108057144099226;0.12134118334435098;18.0;0.08888888888888889;0.9587696895964696;0.04049547486203246;0.03480943524450762;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.15555555555555556
833;[786, 834];0.9547919321614957;0.044039755717624945;0.021857801870429894;0.9024945481137766;0.08743076962144616;0.07566278786721671;17.0;0.13333333333333333;0.9808401620897877;0.018192427974744223;0.011750698911171925;0.8314454838586239;0.16576716623440682;0.1252136473053132;17.0;0.08888888888888889;0.9701747976835935;0.029700786044859324;0.024806582813643847;0.9337851376692218;0.06368767510851153;0.07323632180798839;16.0;0.13333333333333333
834;[787, 835];0.9547919321614957;0.044039755717624945;0.021857801870429894;0.9024945481137766;0.08743076962144616;0.07566278786721671;17.0;0.13333333333333333;0.9854508293092357;0.013844557527929669;0.007764491520435789;0.8094012447375565;0.17653960062516644;0.19490058516390169;17.0;0.08888888888888889;0.9804753960343653;0.019498989403536258;0.01630794580778294;0.9337851376692218;0.06368767510851153;0.07323632180798839;16.0;0.13333333333333333
835;[788, 836];0.9547919321614957;0.044039755717624945;0.021857801870429894;0.9024945481137766;0.08743076962144616;0.07566278786721671;17.0;0.13333333333333333;0.981680015078001;0.017771975960086075;0.008357631782085602;0.9024945481137766;0.08743076962144639;0.06994369202542305;17.0;0.06666666666666667;0.9727409928711924;0.027570223541291097;0.020799918111629248;0.9245387872348442;0.07224132745313432;0.10811232149927667;17.0;0.13333333333333333
836;[789, 837];0.9413897695030203;0.05930103051444009;0.03347841608588732;0.8757609339601583;0.10705928250739702;0.1045263530538886;16.0;0.13333333333333333;0.9772053981895547;0.022758035260237015;0.011197010252740086;0.9024945481137766;0.08743076962144639;0.06994369202542305;17.0;0.06666666666666667;0.9713901119264712;0.028725351382218524;0.025220142566401708;0.9245387872348442;0.07224132745313432;0.10811232149927667;17.0;0.13333333333333333
837;[790, 838];0.9431289764292228;0.0577142124491072;0.026140890132718753;0.9337851376692214;0.06368767510851152;0.050533661436861096;16.0;0.13333333333333333;0.9784207124324322;0.021766369322376574;0.009006748456152649;0.9024945481137766;0.08743076962144639;0.06994369202542305;17.0;0.06666666666666667;0.9713901119264712;0.028725351382218524;0.02614538322957517;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.13333333333333333
838;[791, 839];0.9478119248114458;0.054259545623863;0.022919042787640863;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.13333333333333333;0.9772053981895547;0.022758035260237015;0.011197010252740086;0.9346062324545016;0.05923630142030885;0.0457881417396557;17.0;0.06666666666666667;0.9780323864509511;0.022315310072263058;0.021705275684991778;0.9245387872348441;0.07224132745313476;0.03266882166011696;17.0;0.13333333333333333
839;[792, 840];0.9493325041599697;0.05294954751017395;0.019509600435355257;0.9337851376692214;0.06368767510851152;0.050533661436861096;16.0;0.13333333333333333;0.9650544907976746;0.035676619118666326;0.01579966853051045;0.9101663100395065;0.07964323437575208;0.1075643035433343;16.0;0.044444444444444446;0.9780323864509511;0.022315310072263058;0.021705275684991778;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.13333333333333333
840;[793, 841];0.9493325041599697;0.05294954751017395;0.019509600435355257;0.8340423126232713;0.16301782493737846;0.33258441353425466;16.0;0.13333333333333333;0.9516523281391992;0.05123372025990464;0.028101635237113124;0.9546444483376649;0.04329880445251284;0.02707458109784752;16.0;0.044444444444444446;0.9780323864509511;0.022315310072263058;0.021705275684991778;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.13333333333333333
841;[794, 842];0.9530032090839207;0.05013562097196465;0.01957938174975971;0.8893069993710631;0.09813669581749164;0.12105687525615436;16.0;0.1111111111111111;0.9542185233267981;0.04920481692723947;0.025245334345989922;0.9337851376692216;0.0636876751085113;0.030395171413037027;16.0;0.044444444444444446;0.9751609261577058;0.02488289793311156;0.02597381380577913;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.15555555555555556
